task_type,duration_min,rows_processed,null_rate_pct,schema_changed,upstream_failed,rows_delta_pct,hour_of_day,day_of_week,retry_count,queue_time_min,failed
extract,35.2,33004,0.25,0,0,3.9,7,1,0,4.5,0
dbt_model,32.4,147698,0.45,1,0,9.6,3,3,0,0.6,1
dbt_model,24.4,15462,0.64,0,0,-1.0,19,4,0,4.5,0
quality_check,16.6,137172,0.26,0,0,8.2,3,4,0,0.4,0
load,35.1,28189,2.77,0,0,7.9,2,0,0,0.1,0
load,30.9,11248,3.63,0,1,-13.1,5,2,0,8.5,0
dbt_model,26.5,19118,2.92,0,0,-19.4,14,3,0,6.6,0
dbt_model,19.6,5349,1.67,0,0,24.3,3,2,2,2.1,0
dbt_model,37.9,875872,1.62,1,0,2.3,6,4,0,1.6,0
dbt_model,36.3,31125,1.03,0,0,18.9,12,3,0,1.9,0
load,34.9,101846,0.02,0,0,-19.8,23,2,1,6.7,0
load,45.5,15382,0.86,0,0,-7.3,20,1,1,4.2,0
load,35.7,6747,0.24,0,0,-24.8,5,2,0,3.9,0
dbt_model,30.6,24979,0.01,0,0,11.6,6,5,0,2.1,0
dbt_model,41.9,211484,0.58,0,0,-11.1,1,5,1,0.1,0
load,31.2,15785,0.01,0,0,-10.0,7,3,0,4.8,0
dbt_model,30.2,9019,0.37,0,0,35.2,14,2,0,1.4,0
quality_check,44.3,46571,0.01,0,1,12.0,12,2,1,2.6,0
dbt_model,25.5,80695,1.44,0,0,11.8,9,3,1,1.7,0
dbt_model,37.0,503106,0.29,0,0,-21.6,0,6,1,10.1,0
dbt_model,43.9,63959,3.22,0,0,-33.4,21,1,1,2.6,0
quality_check,36.8,101761,0.28,0,0,17.5,9,4,0,3.5,0
dbt_model,30.9,114787,3.26,0,0,-40.3,21,5,0,1.1,0
quality_check,13.7,5739,1.22,0,0,-9.0,17,0,1,1.8,0
dbt_model,9.1,7774,0.77,0,0,-14.6,19,4,0,1.0,0
dbt_model,47.9,6410,0.65,0,0,-16.7,10,4,1,1.1,0
load,31.3,4309,0.39,1,0,-7.9,3,6,1,2.1,0
load,29.2,129668,1.45,0,0,-19.0,5,2,0,3.9,0
load,36.2,57761,0.51,0,0,-21.9,15,5,2,1.0,0
dbt_model,23.9,41241,0.42,0,0,4.6,14,0,0,0.2,0
load,22.1,573,0.09,0,0,19.2,2,4,1,5.3,0
load,29.5,973606,0.83,1,1,-31.3,20,1,0,0.1,1
load,17.0,8683,0.81,0,0,3.5,0,4,0,0.3,0
extract,19.0,967915,1.85,0,1,9.7,11,4,0,1.1,1
quality_check,13.8,3573,1.19,0,0,8.0,4,2,0,1.0,0
load,39.2,9898,2.81,0,0,-4.0,4,5,0,0.8,0
quality_check,17.2,1070,0.88,0,0,-10.7,11,3,1,0.1,0
dbt_model,38.1,64821,2.83,0,0,13.7,7,1,1,1.1,0
quality_check,37.8,6235,0.44,0,0,6.0,10,4,0,1.7,0
extract,29.4,6523,0.26,0,0,-34.1,22,3,1,0.9,0
dbt_model,25.7,4039,0.47,0,0,-4.0,18,3,1,1.1,0
dbt_model,35.6,125966,1.7,0,0,1.0,7,0,0,2.0,0
dbt_model,30.5,113362,2.17,0,0,-19.7,12,6,2,2.0,0
quality_check,48.1,659511,1.46,0,0,-4.4,8,2,0,3.8,0
dbt_model,47.2,12123,1.18,0,0,8.8,6,3,0,2.9,0
dbt_model,45.9,51539,4.6,0,0,-14.9,10,1,0,2.3,0
dbt_model,9.3,4614,4.45,0,0,4.2,3,0,0,8.5,0
dbt_model,27.4,21246,0.09,0,0,-17.8,5,5,1,1.5,0
dbt_model,30.8,15832,0.92,0,0,-22.3,13,0,0,14.3,0
dbt_model,37.7,76352,0.45,0,0,11.1,17,4,1,3.9,0
dbt_model,19.5,184837,1.99,0,0,21.1,16,0,0,2.9,0
dbt_model,19.3,177319,3.45,0,0,-21.3,23,2,1,0.5,1
dbt_model,41.7,9428,1.91,0,0,17.2,5,6,0,1.3,1
dbt_model,30.0,179431,1.56,0,0,-0.2,2,3,0,7.5,0
dbt_model,18.7,33842,1.88,0,0,-39.8,15,2,0,1.3,1
dbt_model,21.4,21604,0.01,0,0,-25.8,13,0,0,1.3,1
dbt_model,33.8,11688,6.42,0,0,10.9,20,5,0,3.4,0
dbt_model,23.3,14825,1.02,0,0,-29.2,3,4,1,1.6,0
quality_check,39.3,589896,0.97,0,0,-11.1,5,3,0,5.5,0
dbt_model,24.3,59388,0.54,0,0,-1.5,9,5,1,1.1,0
load,17.0,48020,1.52,0,0,8.1,19,6,0,0.8,0
dbt_model,44.3,23870,0.97,0,0,3.3,4,4,2,1.5,0
dbt_model,42.6,1818578,0.99,0,0,28.2,22,3,0,2.0,0
dbt_model,32.9,293026,0.27,0,0,-14.7,2,4,2,5.4,0
extract,25.5,11456,0.8,0,0,1.8,22,6,0,1.6,0
extract,44.7,23440,0.13,0,0,8.1,16,1,0,0.6,0
dbt_model,37.0,25776,0.74,0,0,12.8,3,4,2,4.4,1
dbt_model,43.0,45862,0.33,0,0,18.9,23,3,0,0.7,0
quality_check,25.0,11825,2.89,0,0,-7.8,1,1,0,13.0,0
extract,33.9,73284,1.68,0,0,11.7,9,1,0,6.7,0
load,39.9,370771,0.3,0,0,-16.7,17,4,0,9.5,0
dbt_model,23.6,4439,0.34,0,0,-1.4,8,1,0,7.6,0
extract,28.2,5972,0.18,0,0,9.0,9,1,1,2.5,0
quality_check,25.6,16763,1.88,0,0,17.6,6,2,0,2.3,0
quality_check,34.6,18054,2.43,0,0,10.3,4,1,0,2.4,0
dbt_model,25.9,888727,0.44,0,0,1.6,13,2,1,0.2,0
extract,40.2,180364,1.42,0,0,-1.4,10,2,2,0.6,0
extract,37.7,164541,0.17,0,0,9.9,19,0,1,1.2,0
dbt_model,29.7,23789,0.19,0,0,39.4,13,2,0,4.6,0
dbt_model,35.5,22968,0.36,0,0,15.4,12,4,1,0.4,0
load,24.9,3559,0.27,0,0,6.9,3,3,0,2.6,0
dbt_model,28.4,126853,2.06,0,0,-24.6,6,2,0,3.3,0
dbt_model,38.5,79673,0.07,0,0,-15.2,0,4,0,3.3,0
load,41.1,284246,2.36,0,0,-5.8,23,1,0,3.5,0
extract,27.1,25917,0.32,0,0,16.4,18,6,1,5.4,1
extract,26.5,28945,0.48,0,0,-16.9,6,0,2,1.1,0
dbt_model,31.1,47670,0.22,0,0,11.6,10,3,0,0.0,0
dbt_model,29.8,151302,0.09,0,0,2.2,13,5,0,2.9,0
dbt_model,41.9,3455,2.38,0,0,6.4,5,5,0,5.3,0
load,37.1,117911,0.52,0,0,-3.9,3,3,0,0.6,0
load,32.3,35143,0.74,0,0,-10.7,22,3,0,0.7,0
dbt_model,20.9,6675,0.46,0,0,-17.5,8,6,1,8.3,0
load,33.1,1292,0.5,0,0,11.0,18,3,1,6.2,0
dbt_model,26.4,29191,0.43,0,0,-1.4,15,0,1,3.7,0
extract,30.4,368184,0.86,0,0,-19.4,9,2,2,3.3,1
load,43.8,529397,0.64,0,0,4.0,14,0,2,4.0,0
extract,36.7,64125,0.52,0,0,61.6,6,6,0,5.5,0
dbt_model,15.2,838365,0.11,0,0,-3.6,6,1,2,1.1,0
quality_check,30.7,33904,0.35,0,0,29.8,17,1,0,2.9,0
dbt_model,36.0,166922,2.51,0,0,-46.5,18,4,1,0.1,0
dbt_model,27.9,17641,1.53,0,0,-4.9,17,2,0,0.5,0
dbt_model,32.3,15940,0.19,1,0,17.2,16,5,0,0.1,0
load,14.1,12283,0.83,0,0,0.3,21,5,0,0.9,0
dbt_model,1.0,1343,2.77,0,0,-11.6,7,3,2,11.2,0
dbt_model,27.0,284744,1.08,0,0,-0.5,0,2,1,1.8,0
dbt_model,33.0,13008,2.43,1,0,17.7,6,1,0,1.2,0
extract,1.0,10073,2.45,0,0,38.6,15,0,1,0.7,0
quality_check,21.4,5497,0.15,0,0,19.2,14,6,0,1.0,0
quality_check,14.4,26187,1.42,0,0,-9.1,6,1,0,1.1,0
dbt_model,35.0,610227,0.7,1,0,-4.2,18,3,1,2.1,0
dbt_model,55.7,1035138,0.34,0,0,-4.1,23,0,0,0.4,0
extract,25.7,2546,0.38,0,0,-15.6,2,3,0,3.5,0
dbt_model,30.3,20596,1.36,0,0,-2.8,0,2,0,8.3,0
dbt_model,36.9,6939,7.99,0,0,-4.9,16,3,0,1.3,0
dbt_model,35.2,176546,0.55,0,0,-21.6,11,2,1,2.7,0
dbt_model,31.1,57443,1.75,0,0,15.1,16,5,0,5.4,0
dbt_model,38.8,13114,0.99,0,0,7.6,17,6,0,1.8,0
dbt_model,36.7,40786,0.56,0,0,-11.5,0,4,0,6.1,0
quality_check,33.5,16917,0.21,0,0,2.7,18,5,2,4.1,1
quality_check,35.5,480601,5.17,0,0,-17.4,4,3,1,3.3,0
dbt_model,30.6,87128,0.69,0,0,-9.9,15,0,0,5.6,0
extract,42.4,106055,0.08,1,0,12.4,23,2,0,2.4,0
load,21.8,509,0.58,0,1,8.5,11,0,1,2.9,1
extract,43.1,32634,3.51,0,0,-9.2,8,0,0,3.3,0
load,28.6,1017783,0.9,0,0,5.6,21,6,1,0.4,0
extract,48.8,303096,0.0,0,0,-1.3,10,3,0,3.0,0
dbt_model,31.4,1890,0.05,0,0,-18.0,13,4,0,2.5,0
extract,22.7,21993,0.51,0,0,-3.0,4,3,0,7.5,0
extract,33.5,5311,1.53,0,0,7.8,12,4,0,2.0,0
quality_check,31.1,561160,0.55,0,0,5.5,1,2,1,4.1,1
quality_check,33.2,53682,2.59,0,0,-30.5,20,4,0,0.2,0
extract,25.7,10630,0.35,0,0,3.0,14,3,1,3.3,0
load,31.1,38355,1.9,0,0,0.5,10,1,0,2.1,0
dbt_model,33.5,560,1.27,0,0,-34.2,17,3,0,1.9,0
dbt_model,33.9,6400,0.65,0,0,-14.5,14,1,1,2.5,0
dbt_model,22.2,38496,1.08,0,0,8.8,10,3,1,3.0,0
dbt_model,25.0,140516,2.21,0,0,24.9,7,3,1,7.1,0
dbt_model,29.3,1626,0.47,0,0,-29.5,1,2,0,7.0,0
dbt_model,34.3,19735,1.44,0,0,17.6,5,3,1,3.1,0
dbt_model,29.0,182681,0.52,0,0,-33.8,9,0,0,0.2,0
extract,42.5,3560,1.51,0,0,25.2,11,6,2,6.9,1
dbt_model,40.2,52401,0.37,0,0,-4.3,23,4,2,0.4,1
quality_check,26.8,40358,1.31,0,0,-12.9,8,0,0,10.8,0
quality_check,30.5,564112,0.94,0,0,6.4,11,0,0,0.0,0
dbt_model,29.6,25129,0.42,0,0,-17.3,0,0,0,0.3,0
dbt_model,28.8,27596,3.97,0,0,9.3,2,1,2,0.2,0
quality_check,45.9,142619,1.28,0,0,-2.2,11,6,0,0.1,0
quality_check,37.4,4349,2.29,0,0,-68.6,8,5,1,0.7,0
quality_check,31.9,25503,5.83,0,0,-14.6,15,6,0,1.6,0
load,37.1,17515,2.76,0,0,3.4,20,3,2,1.4,0
quality_check,39.3,29078,3.08,0,0,19.2,1,2,0,0.4,0
load,35.1,141131,0.78,0,0,6.0,3,2,0,2.1,0
dbt_model,37.4,88137,0.39,0,0,18.9,13,2,0,6.5,0
dbt_model,35.5,10961,0.81,0,0,-16.1,2,6,0,0.1,0
dbt_model,37.0,45193,0.35,0,0,13.1,7,4,2,3.4,0
dbt_model,29.4,394236,1.55,0,0,13.4,16,5,1,1.2,0
quality_check,23.8,9602,1.77,0,0,-29.4,0,1,0,2.7,0
quality_check,30.0,45810,0.73,0,0,19.8,14,6,2,0.5,0
quality_check,25.3,26660,1.14,0,1,5.9,2,6,2,5.6,1
dbt_model,18.8,32833,0.22,0,0,-5.1,18,4,0,2.6,1
dbt_model,33.8,2672,0.93,0,0,-5.4,17,1,0,0.9,0
dbt_model,39.3,347048,0.09,0,0,-18.7,1,4,1,6.7,0
load,18.0,10520,1.42,0,0,11.4,12,0,0,1.0,0
dbt_model,32.9,187533,0.19,0,0,5.4,11,1,0,5.5,0
extract,28.9,13437,2.28,0,0,10.5,22,3,1,3.8,1
dbt_model,32.1,13348,1.5,0,0,1.4,0,6,0,2.8,1
load,25.9,252962,0.2,0,0,3.7,16,5,0,7.0,0
load,22.8,178120,0.65,0,0,-5.3,13,1,1,7.1,0
extract,37.5,50709,0.31,0,0,19.4,23,6,0,8.3,1
dbt_model,20.6,122742,0.0,0,0,10.9,17,3,0,1.4,0
extract,29.3,22886,3.06,0,1,3.1,6,4,1,1.7,1
dbt_model,29.3,35832,0.03,0,0,-2.4,2,5,2,1.6,0
dbt_model,29.3,12599,0.54,0,0,-31.8,13,0,2,6.2,0
dbt_model,37.0,154276,0.96,0,0,-35.7,20,1,2,7.4,0
extract,44.7,11974,0.88,0,1,-6.6,13,4,1,3.3,1
dbt_model,22.0,390916,0.47,0,0,22.8,13,3,0,2.5,1
extract,39.3,21909,1.41,0,0,-12.7,12,0,0,3.3,0
dbt_model,9.7,37526,2.87,0,0,-12.0,8,0,0,1.5,0
extract,46.9,122267,0.28,0,0,-17.5,21,1,1,5.1,0
extract,13.9,37728,0.23,0,0,-23.2,4,3,2,5.8,0
dbt_model,53.3,22546,0.06,0,0,-16.5,12,2,1,6.2,0
load,28.6,34612,0.17,0,0,5.0,20,6,2,1.2,1
quality_check,46.3,151768,0.29,0,0,-8.9,6,0,0,7.7,0
extract,40.2,12574,0.06,0,0,-9.7,10,3,0,4.0,0
extract,28.0,29673,1.27,0,0,-11.3,16,2,2,3.2,1
dbt_model,29.0,36918,1.2,0,0,4.3,3,0,0,1.1,0
dbt_model,27.1,144832,0.28,0,0,7.0,6,5,0,0.2,0
quality_check,39.0,30953,1.11,0,0,-33.6,17,5,1,1.6,0
quality_check,33.5,655581,0.66,0,0,-13.7,2,0,0,3.1,0
dbt_model,24.4,28269,1.48,0,0,-1.6,9,3,0,0.9,0
dbt_model,36.4,24827,0.18,0,0,7.9,14,3,1,4.0,0
extract,23.7,27621,2.47,0,0,2.3,20,0,0,3.3,0
extract,25.6,4417,0.85,0,0,14.8,3,1,0,1.6,0
extract,30.3,6913,0.66,0,0,-25.4,12,2,0,3.2,0
load,25.0,15536,1.03,0,0,7.5,17,3,0,6.3,0
dbt_model,31.0,223536,2.64,0,0,36.9,9,3,1,1.8,0
quality_check,46.0,34440,0.78,0,0,0.9,10,3,0,1.1,0
dbt_model,29.1,16723,0.37,1,0,1.6,11,5,0,3.6,0
dbt_model,32.4,258449,2.08,0,0,9.3,20,1,2,0.2,0
dbt_model,35.0,434470,0.61,0,0,-9.8,14,0,0,2.8,1
quality_check,39.8,270658,0.72,0,0,-17.0,9,5,0,3.6,0
extract,20.6,9274,2.24,0,0,1.0,0,1,0,4.0,0
extract,34.7,16442,1.68,0,0,-29.8,9,3,2,6.7,0
dbt_model,39.6,661309,0.39,0,0,7.1,19,0,1,7.6,0
dbt_model,16.8,53413,0.51,0,0,10.2,10,6,1,2.2,0
dbt_model,47.6,23666,2.54,0,0,-28.9,9,4,0,2.2,0
quality_check,47.4,114617,0.17,0,0,2.9,17,6,0,0.7,0
dbt_model,27.8,181984,0.69,0,0,-3.9,23,6,0,1.5,0
dbt_model,20.6,14554,1.26,0,0,26.6,3,1,0,2.5,0
dbt_model,34.9,51591,0.81,0,0,23.6,22,2,0,1.3,0
quality_check,22.0,159930,0.74,0,1,15.1,8,6,1,0.2,1
dbt_model,41.3,5673,2.44,0,0,21.8,14,3,0,1.0,0
dbt_model,28.1,37039,0.77,1,0,-6.6,6,5,2,2.8,0
dbt_model,43.7,6105,1.43,0,0,4.7,0,3,0,0.7,1
quality_check,22.1,7527,2.52,0,0,-4.5,9,3,0,4.1,0
quality_check,29.7,14750,0.1,0,1,-17.9,21,2,0,3.6,0
dbt_model,45.0,77916,2.48,0,0,1.5,21,5,0,0.9,0
dbt_model,28.4,21693,0.02,0,0,-1.5,9,3,2,0.0,0
dbt_model,32.9,12868,1.69,0,0,-3.6,15,2,0,2.0,0
dbt_model,42.2,39438,1.32,0,0,-1.1,18,3,1,0.7,0
dbt_model,24.0,5795,0.16,1,0,1.1,12,3,0,5.5,0
dbt_model,22.1,72119,1.39,0,0,16.0,19,1,1,2.9,1
dbt_model,22.3,221952,1.55,0,0,-10.5,3,2,0,0.9,0
dbt_model,37.3,31993,1.04,0,0,-23.0,22,4,0,5.2,0
quality_check,35.2,26258,2.26,0,0,12.2,13,5,0,2.6,0
load,42.8,66006,0.59,0,0,15.4,3,2,0,8.1,0
extract,24.1,1414,0.0,0,0,6.4,19,6,0,1.0,0
quality_check,20.9,85725,0.17,0,0,-20.5,22,6,1,0.6,0
extract,19.7,5194013,1.19,0,0,-2.4,8,1,1,0.1,0
dbt_model,57.7,29843,4.04,0,0,5.1,11,1,1,2.4,0
dbt_model,36.7,30013,4.3,0,0,-19.2,21,4,0,3.8,0
extract,35.5,119344,2.74,0,0,-13.8,12,1,2,0.6,0
dbt_model,39.3,505110,0.36,0,0,-2.6,8,0,0,2.7,0
extract,22.1,172810,0.91,0,0,21.3,15,5,1,1.1,0
quality_check,19.1,1154,0.39,0,0,4.1,3,6,0,1.7,0
extract,49.5,89450,0.53,0,0,-10.3,8,1,0,5.1,0
dbt_model,45.3,2224601,0.63,0,0,-3.6,19,1,0,0.7,0
quality_check,27.1,98312,2.5,0,0,-12.0,2,5,1,0.5,0
load,18.0,5725,2.18,0,0,-7.4,13,0,0,3.7,0
load,28.4,57006,2.98,0,0,13.0,16,0,0,0.1,0
extract,25.8,4679,0.14,0,0,-34.6,12,5,1,2.4,0
load,54.1,261054,0.63,0,0,23.7,9,1,0,17.7,0
dbt_model,27.9,7868,0.47,0,0,39.4,22,4,1,4.2,0
dbt_model,21.7,40896,0.33,0,0,2.9,19,2,1,1.3,0
dbt_model,29.3,9205,0.17,0,0,-15.0,19,2,0,1.3,0
load,33.1,15148,1.09,0,0,20.9,2,6,2,0.2,0
dbt_model,24.8,391539,0.25,0,0,5.0,23,4,1,2.9,1
dbt_model,36.1,42853,0.91,0,0,-9.5,12,1,1,8.0,0
load,41.6,14842,0.49,0,0,-17.5,16,5,2,2.9,1
load,30.3,5811,0.1,0,0,-7.3,9,1,2,0.9,0
load,19.9,1817,0.59,0,0,3.5,13,1,1,1.7,0
load,24.0,4904,0.38,0,0,16.1,17,2,2,0.2,0
load,17.6,43439,2.98,0,0,5.1,12,2,1,2.9,0
dbt_model,33.8,174272,1.43,0,0,8.2,13,6,1,2.2,0
dbt_model,33.5,14815,0.49,0,0,-6.0,8,3,1,0.8,0
dbt_model,28.5,448143,0.88,0,0,15.4,23,2,0,0.8,0
dbt_model,47.7,11521,3.47,0,0,-3.7,4,4,0,0.6,1
dbt_model,38.7,24814,1.0,1,0,33.1,8,3,1,1.2,0
dbt_model,13.1,6455,2.8,0,0,-11.7,19,4,2,0.8,0
load,19.0,177232,0.3,0,0,7.1,11,2,1,2.6,0
dbt_model,29.2,1041337,2.22,0,0,39.4,0,3,0,1.7,0
dbt_model,41.5,2166,3.18,0,0,18.8,2,6,1,10.1,0
quality_check,39.3,20871,0.67,0,0,13.4,21,4,0,1.5,0
extract,50.4,274758,0.73,0,0,5.3,23,0,1,3.1,0
dbt_model,28.3,3586,1.09,0,0,1.0,6,0,0,13.9,0
quality_check,31.9,89921,1.32,0,0,-3.1,5,3,2,6.6,0
dbt_model,24.4,256364,0.79,0,0,-10.1,5,2,0,1.4,0
dbt_model,35.6,41157,0.22,0,0,-27.6,21,3,0,0.3,0
quality_check,32.0,87589,0.14,0,0,11.5,0,4,1,3.5,0
dbt_model,35.0,607704,2.02,0,0,-27.7,2,6,1,5.9,0
quality_check,52.2,820346,0.25,0,0,11.7,8,2,0,2.1,0
dbt_model,30.9,32887,0.06,0,0,-5.6,23,4,0,1.7,0
extract,42.7,15493,0.67,0,0,-17.2,2,6,2,0.6,0
dbt_model,15.4,8333,0.6,0,0,25.3,7,1,2,7.1,0
extract,59.1,173362,2.43,0,0,-26.1,4,6,1,6.3,0
load,25.1,4044,0.08,0,0,-12.0,7,6,0,2.9,0
dbt_model,37.9,24242,1.66,0,0,-10.3,16,2,2,0.2,0
dbt_model,40.3,42800,0.84,0,0,2.7,4,5,0,1.1,0
dbt_model,26.4,16239,0.63,0,0,-11.0,9,1,1,12.4,0
dbt_model,40.4,56823,0.93,0,0,26.3,3,0,1,2.8,0
dbt_model,47.2,2198358,0.77,0,0,-24.7,0,1,1,0.3,0
dbt_model,25.5,29894,0.19,0,0,73.5,11,0,0,1.4,0
dbt_model,24.7,18094,0.25,0,0,-19.1,7,3,2,1.0,0
dbt_model,35.5,184338,1.46,0,0,53.2,17,1,0,3.3,0
quality_check,31.9,53280,0.11,0,0,19.7,0,6,2,0.4,0
extract,48.8,363282,0.53,0,1,-2.0,1,3,0,0.1,1
quality_check,39.0,47263,0.4,0,0,4.1,21,1,1,1.8,0
dbt_model,30.9,24404,0.2,1,0,-6.8,10,2,0,2.0,0
dbt_model,32.7,2092,1.31,0,1,6.2,20,2,0,7.1,0
extract,9.3,2720,1.0,0,0,-13.3,2,0,2,4.2,0
dbt_model,21.6,1925,2.32,0,0,12.8,8,3,0,3.5,0
quality_check,35.9,66632,1.68,1,0,3.3,16,0,0,0.5,0
dbt_model,38.5,4106,0.44,0,0,-17.8,5,3,0,3.0,0
extract,37.5,270742,0.83,0,0,7.7,5,5,0,1.0,0
dbt_model,45.4,38116,0.43,0,0,6.6,2,4,0,1.9,1
extract,39.4,24570,0.74,0,0,-12.9,8,0,0,6.1,0
dbt_model,25.5,9412,0.09,0,0,-7.7,16,5,0,1.6,0
dbt_model,32.7,98283,2.33,0,0,9.2,7,3,0,0.8,0
dbt_model,33.7,10024,2.12,0,0,19.6,2,5,0,5.6,0
dbt_model,25.5,7505,0.25,0,0,-2.6,15,2,0,3.3,0
quality_check,49.3,243132,0.48,0,0,16.8,16,3,1,12.1,0
load,23.2,64048,0.49,0,0,21.0,9,3,0,4.5,0
extract,34.4,24937,0.13,0,0,23.5,6,0,2,0.9,0
dbt_model,40.6,101345,0.57,0,0,7.5,17,3,1,1.2,0
extract,29.4,36838,1.08,0,0,-16.2,17,4,0,0.2,0
extract,28.5,67025,0.07,0,0,16.0,14,5,0,0.5,0
dbt_model,29.3,9828,1.91,0,0,-3.4,9,4,2,2.4,0
dbt_model,45.3,997131,2.56,0,0,9.1,12,2,0,4.5,0
load,26.1,14365,2.58,1,0,-11.3,3,1,2,0.7,1
quality_check,26.9,437847,1.47,0,0,-10.8,0,5,0,0.4,0
dbt_model,42.1,26844,0.43,0,0,-12.6,6,5,1,3.7,0
quality_check,38.1,132105,0.2,0,0,-23.8,12,1,0,3.0,0
dbt_model,43.4,117566,0.62,0,0,-10.6,16,5,1,1.2,0
load,42.3,227513,1.22,0,0,-18.6,5,5,0,0.5,0
load,49.5,9461,0.04,1,0,10.2,16,2,2,0.7,1
extract,45.3,203011,4.1,0,0,-19.2,7,3,2,3.5,1
dbt_model,30.9,696834,2.39,0,0,-12.0,14,6,0,3.7,0
quality_check,35.8,24006,1.82,0,0,0.1,2,4,1,0.3,0
dbt_model,27.3,38389,2.2,0,0,32.6,7,4,0,0.5,0
load,26.7,15716,0.47,0,0,-12.5,4,6,1,1.1,0
load,18.6,20862,0.71,0,0,-24.9,15,6,0,10.9,1
dbt_model,34.4,561449,0.05,0,0,-23.6,17,5,1,0.1,0
extract,34.4,7282,1.01,0,0,-15.5,1,5,0,2.4,0
dbt_model,29.0,8043,0.14,0,0,-11.8,9,1,2,1.3,0
dbt_model,26.8,478036,0.0,1,0,41.5,14,4,2,2.7,0
dbt_model,20.3,98644,0.18,0,1,17.4,17,2,1,3.3,0
dbt_model,57.1,1080130,0.71,0,0,-5.7,18,1,0,1.4,0
dbt_model,33.9,17664,0.92,0,0,33.4,18,6,0,2.1,0
dbt_model,25.2,44446,0.93,0,0,-11.0,3,2,0,7.7,0
dbt_model,34.6,12618,1.57,0,0,-7.4,15,4,0,18.6,0
quality_check,52.3,45673,0.36,0,1,-8.5,19,4,2,3.8,1
extract,32.9,2124,0.4,0,0,18.5,13,4,0,1.3,0
dbt_model,9.1,108654,2.74,0,0,-1.3,21,5,1,6.9,0
load,57.0,60934,1.56,0,0,27.1,19,5,2,0.6,0
extract,15.4,33120,1.85,0,0,7.8,23,6,0,0.5,0
dbt_model,29.3,19446,7.61,0,0,16.4,22,6,1,1.1,0
dbt_model,19.6,8676,3.33,0,0,-32.7,0,0,1,17.1,0
extract,27.6,116347,3.69,0,0,-30.6,9,2,1,1.1,0
dbt_model,31.5,5576,5.13,0,0,-30.0,21,5,0,21.5,0
dbt_model,15.0,82374,1.01,0,0,-7.7,1,5,0,2.2,0
dbt_model,37.2,1003618,0.74,0,0,-27.7,1,1,0,2.7,0
extract,46.7,391145,0.03,0,0,22.3,6,5,0,2.6,0
extract,20.5,3267,1.91,0,0,-3.6,9,4,2,3.4,1
dbt_model,18.2,15386,3.43,0,0,11.1,14,3,1,1.5,0
load,32.2,71276,0.94,0,0,-8.9,13,2,1,0.1,0
dbt_model,29.0,32453,0.09,0,0,14.8,17,4,0,5.9,0
dbt_model,23.0,3869,0.24,0,0,-35.4,5,3,2,0.5,0
dbt_model,22.6,67272,0.1,0,0,-0.9,11,1,0,0.9,0
dbt_model,36.9,35738,0.78,0,0,9.0,8,3,0,4.0,0
dbt_model,42.9,776786,1.6,1,1,10.5,21,3,2,10.9,1
extract,21.9,24217,2.24,0,0,-5.7,21,6,0,1.7,0
dbt_model,27.1,235344,2.17,0,0,-30.8,19,1,1,0.2,0
dbt_model,29.9,4782,0.06,0,0,18.2,4,4,1,1.2,0
dbt_model,20.7,7010,0.4,0,0,-7.1,2,0,0,0.7,0
dbt_model,35.9,115226,0.17,0,0,-5.5,12,1,0,2.6,0
load,48.5,205657,0.73,0,0,39.9,16,5,0,6.0,0
dbt_model,29.0,7849,2.43,0,0,1.7,19,4,2,5.0,0
dbt_model,21.4,37741,0.14,0,0,-9.3,19,1,2,3.0,0
dbt_model,31.9,3981,3.36,0,0,-10.4,5,4,0,3.4,0
quality_check,30.1,27174,1.23,0,0,11.6,8,6,2,1.1,1
load,33.2,138562,0.16,0,0,-14.8,22,2,2,2.2,1
extract,35.3,18107,0.14,0,0,9.2,16,5,1,1.0,0
load,37.8,24380,0.08,0,0,19.8,23,1,0,1.5,0
quality_check,29.4,5957,0.02,0,0,-1.6,5,2,1,5.2,0
extract,29.9,12869,4.15,0,0,17.8,6,6,2,0.2,0
quality_check,55.7,604996,1.36,1,0,-1.2,15,0,1,3.4,0
extract,43.2,40809,1.62,0,0,-12.4,11,1,2,7.4,0
extract,37.0,7304,1.41,0,0,-30.0,23,0,0,0.1,0
extract,32.5,21946,3.32,0,0,5.0,0,0,1,1.2,0
dbt_model,18.7,2818,9.31,0,0,5.3,14,5,0,13.8,1
dbt_model,39.6,7167,0.09,0,0,17.7,23,4,1,7.7,0
dbt_model,37.3,320149,1.14,0,0,15.9,12,0,0,7.3,0
extract,26.6,28912,2.18,0,0,37.2,3,2,0,3.0,0
dbt_model,35.3,748007,1.38,0,0,-10.5,1,5,1,1.5,0
load,23.3,31177,0.97,0,0,6.4,10,3,0,4.0,0
load,41.7,34284,2.44,0,0,-12.4,18,4,1,0.4,1
quality_check,40.2,101258,0.05,0,0,16.7,16,1,1,4.0,0
extract,26.4,504,3.43,0,0,-16.7,2,6,0,0.2,0
quality_check,32.4,50407,2.01,0,1,16.4,15,2,0,1.1,1
quality_check,26.0,33577,0.01,0,0,-13.3,21,6,1,3.4,0
dbt_model,17.2,391469,3.16,1,0,13.8,15,2,0,8.9,1
extract,22.2,169988,0.86,0,0,21.7,6,5,1,3.3,1
load,22.4,5920,1.8,0,0,-28.0,0,3,0,3.3,0
dbt_model,27.7,264983,4.25,0,0,-24.2,13,4,0,2.7,0
